City,State short,State full,County
"Berod bei Hachenburg","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Altenkirchen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Neitersen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Bad Kreuznach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Altenbamberg","RP","Rheinland-Pfalz","Bad Kreuznach"
"Biebelsheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Feilbingert","RP","Rheinland-Pfalz","Bad Kreuznach"
"Frei-Laubersheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Fürfeld","RP","Rheinland-Pfalz","Bad Kreuznach"
"Hackenheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Hallgarten","RP","Rheinland-Pfalz","Bad Kreuznach"
"Hochstätten","RP","Rheinland-Pfalz","Bad Kreuznach"
"Neu-Bamberg","RP","Rheinland-Pfalz","Bad Kreuznach"
"Pfaffen-Schwabenheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Pleitersheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Tiefenthal","RP","Rheinland-Pfalz","Bad Kreuznach"
"Volxheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Allenfeld","RP","Rheinland-Pfalz","Bad Kreuznach"
"Argenschwang","RP","Rheinland-Pfalz","Bad Kreuznach"
"Bockenau","RP","Rheinland-Pfalz","Bad Kreuznach"
"Boos","RP","Rheinland-Pfalz","Bad Kreuznach"
"Braunweiler","RP","Rheinland-Pfalz","Bad Kreuznach"
"Burgsponheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Dalberg","RP","Rheinland-Pfalz","Bad Kreuznach"
"Duchroth","RP","Rheinland-Pfalz","Bad Kreuznach"
"Gebroth","RP","Rheinland-Pfalz","Bad Kreuznach"
"Gutenberg","RP","Rheinland-Pfalz","Bad Kreuznach"
"Hargesheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Hergenfeld","RP","Rheinland-Pfalz","Bad Kreuznach"
"Hüffelsheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Mandel","RP","Rheinland-Pfalz","Bad Kreuznach"
"Münchwald","RP","Rheinland-Pfalz","Bad Kreuznach"
"Niederhausen","RP","Rheinland-Pfalz","Bad Kreuznach"
"Norheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Oberhausen an der Nahe","RP","Rheinland-Pfalz","Bad Kreuznach"
"Oberstreit","RP","Rheinland-Pfalz","Bad Kreuznach"
"Roxheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Sankt Katharinen","RP","Rheinland-Pfalz","Bad Kreuznach"
"Schloßböckelheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Sommerloch","RP","Rheinland-Pfalz","Bad Kreuznach"
"Spabrücken","RP","Rheinland-Pfalz","Bad Kreuznach"
"Spall","RP","Rheinland-Pfalz","Bad Kreuznach"
"Sponheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Traisen","RP","Rheinland-Pfalz","Bad Kreuznach"
"Waldböckelheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Wallhausen","RP","Rheinland-Pfalz","Bad Kreuznach"
"Weinsheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Winterbach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Rüdesheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Bärenbach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Becherbach bei Kirn","RP","Rheinland-Pfalz","Bad Kreuznach"
"Brauweiler","RP","Rheinland-Pfalz","Bad Kreuznach"
"Hahnenbach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Heimweiler","RP","Rheinland-Pfalz","Bad Kreuznach"
"Heinzenberg","RP","Rheinland-Pfalz","Bad Kreuznach"
"Hennweiler","RP","Rheinland-Pfalz","Bad Kreuznach"
"Hochstetten-Dhaun","RP","Rheinland-Pfalz","Bad Kreuznach"
"Horbach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Kirn","RP","Rheinland-Pfalz","Bad Kreuznach"
"Limbach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Meckenbach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Oberhausen bei Kirn","RP","Rheinland-Pfalz","Bad Kreuznach"
"Otzweiler","RP","Rheinland-Pfalz","Bad Kreuznach"
"Simmertal","RP","Rheinland-Pfalz","Bad Kreuznach"
"Weitersborn","RP","Rheinland-Pfalz","Bad Kreuznach"
"Bruschied","RP","Rheinland-Pfalz","Bad Kreuznach"
"Kellenbach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Königsau","RP","Rheinland-Pfalz","Bad Kreuznach"
"Schneppenbach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Schwarzerden","RP","Rheinland-Pfalz","Bad Kreuznach"
"Abtweiler","RP","Rheinland-Pfalz","Bad Kreuznach"
"Auen","RP","Rheinland-Pfalz","Bad Kreuznach"
"Bärweiler","RP","Rheinland-Pfalz","Bad Kreuznach"
"Becherbach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Breitenheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Callbach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Daubach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Desloch","RP","Rheinland-Pfalz","Bad Kreuznach"
"Hundsbach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Ippenschied","RP","Rheinland-Pfalz","Bad Kreuznach"
"Jeckenbach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Kirschroth","RP","Rheinland-Pfalz","Bad Kreuznach"
"Langenthal","RP","Rheinland-Pfalz","Bad Kreuznach"
"Lauschied","RP","Rheinland-Pfalz","Bad Kreuznach"
"Lettweiler","RP","Rheinland-Pfalz","Bad Kreuznach"
"Löllbach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Martinstein","RP","Rheinland-Pfalz","Bad Kreuznach"
"Meddersheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Meisenheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Merxheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Monzingen","RP","Rheinland-Pfalz","Bad Kreuznach"
"Nußbaum","RP","Rheinland-Pfalz","Bad Kreuznach"
"Odernheim am Glan","RP","Rheinland-Pfalz","Bad Kreuznach"
"Raumbach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Rehbach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Rehborn","RP","Rheinland-Pfalz","Bad Kreuznach"
"Reiffelbach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Schmittweiler","RP","Rheinland-Pfalz","Bad Kreuznach"
"Schweinschied","RP","Rheinland-Pfalz","Bad Kreuznach"
"Seesbach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Staudernheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Weiler bei Monzingen","RP","Rheinland-Pfalz","Bad Kreuznach"
"Winterburg","RP","Rheinland-Pfalz","Bad Kreuznach"
"Bad Sobernheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Bretzenheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Daxweiler","RP","Rheinland-Pfalz","Bad Kreuznach"
"Dörrebach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Dorsheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Eckenroth","RP","Rheinland-Pfalz","Bad Kreuznach"
"Guldental","RP","Rheinland-Pfalz","Bad Kreuznach"
"Langenlonsheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Laubenheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Roth","RP","Rheinland-Pfalz","Bad Kreuznach"
"Rümmelsheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Schöneberg","RP","Rheinland-Pfalz","Bad Kreuznach"
"Schweppenhausen","RP","Rheinland-Pfalz","Bad Kreuznach"
"Seibersbach","RP","Rheinland-Pfalz","Bad Kreuznach"
"Stromberg","RP","Rheinland-Pfalz","Bad Kreuznach"
"Waldlaubersheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Warmsroth","RP","Rheinland-Pfalz","Bad Kreuznach"
"Windesheim","RP","Rheinland-Pfalz","Bad Kreuznach"
"Idar-Oberstein","RP","Rheinland-Pfalz","Birkenfeld"
"Baumholder","RP","Rheinland-Pfalz","Birkenfeld"
"Berglangenbach","RP","Rheinland-Pfalz","Birkenfeld"
"Berschweiler bei Baumholder","RP","Rheinland-Pfalz","Birkenfeld"
"Eckersweiler","RP","Rheinland-Pfalz","Birkenfeld"
"Fohren-Linden","RP","Rheinland-Pfalz","Birkenfeld"
"Frauenberg","RP","Rheinland-Pfalz","Birkenfeld"
"Hahnweiler","RP","Rheinland-Pfalz","Birkenfeld"
"Heimbach","RP","Rheinland-Pfalz","Birkenfeld"
"Leitzweiler","RP","Rheinland-Pfalz","Birkenfeld"
"Mettweiler","RP","Rheinland-Pfalz","Birkenfeld"
"Reichenbach","RP","Rheinland-Pfalz","Birkenfeld"
"Rohrbach","RP","Rheinland-Pfalz","Birkenfeld"
"Rückweiler","RP","Rheinland-Pfalz","Birkenfeld"
"Ruschberg","RP","Rheinland-Pfalz","Birkenfeld"
"Abentheuer","RP","Rheinland-Pfalz","Birkenfeld"
"Achtelsbach","RP","Rheinland-Pfalz","Birkenfeld"
"Birkenfeld","RP","Rheinland-Pfalz","Birkenfeld"
"Börfink","RP","Rheinland-Pfalz","Birkenfeld"
"Brücken","RP","Rheinland-Pfalz","Birkenfeld"
"Buhlenberg","RP","Rheinland-Pfalz","Birkenfeld"
"Dambach","RP","Rheinland-Pfalz","Birkenfeld"
"Dienstweiler","RP","Rheinland-Pfalz","Birkenfeld"
"Elchweiler","RP","Rheinland-Pfalz","Birkenfeld"
"Ellenberg","RP","Rheinland-Pfalz","Birkenfeld"
"Ellweiler","RP","Rheinland-Pfalz","Birkenfeld"
"Gimbweiler","RP","Rheinland-Pfalz","Birkenfeld"
"Gollenberg","RP","Rheinland-Pfalz","Birkenfeld"
"Hattgenstein","RP","Rheinland-Pfalz","Birkenfeld"
"Hoppstädten-Weiersbach","RP","Rheinland-Pfalz","Birkenfeld"
"Kronweiler","RP","Rheinland-Pfalz","Birkenfeld"
"Leisel","RP","Rheinland-Pfalz","Birkenfeld"
"Meckenbach","RP","Rheinland-Pfalz","Birkenfeld"
"Niederbrombach","RP","Rheinland-Pfalz","Birkenfeld"
"Niederhambach","RP","Rheinland-Pfalz","Birkenfeld"
"Nohen","RP","Rheinland-Pfalz","Birkenfeld"
"Oberbrombach","RP","Rheinland-Pfalz","Birkenfeld"
"Oberhambach","RP","Rheinland-Pfalz","Birkenfeld"
"Rimsberg","RP","Rheinland-Pfalz","Birkenfeld"
"Rinzenberg","RP","Rheinland-Pfalz","Birkenfeld"
"Rötsweiler-Nockenthal","RP","Rheinland-Pfalz","Birkenfeld"
"Schmißberg","RP","Rheinland-Pfalz","Birkenfeld"
"Schwollen","RP","Rheinland-Pfalz","Birkenfeld"
"Siesbach","RP","Rheinland-Pfalz","Birkenfeld"
"Sonnenberg-Winnenberg","RP","Rheinland-Pfalz","Birkenfeld"
"Wilzenberg-Hußweiler","RP","Rheinland-Pfalz","Birkenfeld"
"Allenbach","RP","Rheinland-Pfalz","Birkenfeld"
"Asbach","RP","Rheinland-Pfalz","Birkenfeld"
"Bergen","RP","Rheinland-Pfalz","Birkenfeld"
"Berschweiler bei Kirn","RP","Rheinland-Pfalz","Birkenfeld"
"Bollenbach","RP","Rheinland-Pfalz","Birkenfeld"
"Breitenthal","RP","Rheinland-Pfalz","Birkenfeld"
"Bruchweiler","RP","Rheinland-Pfalz","Birkenfeld"
"Bundenbach","RP","Rheinland-Pfalz","Birkenfeld"
"Dickesbach","RP","Rheinland-Pfalz","Birkenfeld"
"Fischbach","RP","Rheinland-Pfalz","Birkenfeld"
"Gerach","RP","Rheinland-Pfalz","Birkenfeld"
"Gösenroth","RP","Rheinland-Pfalz","Birkenfeld"
"Griebelschied","RP","Rheinland-Pfalz","Birkenfeld"
"Hausen","RP","Rheinland-Pfalz","Birkenfeld"
"Hellertshausen","RP","Rheinland-Pfalz","Birkenfeld"
"Herborn","RP","Rheinland-Pfalz","Birkenfeld"
"Herrstein","RP","Rheinland-Pfalz","Birkenfeld"
"Hettenrodt","RP","Rheinland-Pfalz","Birkenfeld"
"Hintertiefenbach","RP","Rheinland-Pfalz","Birkenfeld"
"Horbruch","RP","Rheinland-Pfalz","Birkenfeld"
"Hottenbach","RP","Rheinland-Pfalz","Birkenfeld"
"Kempfeld","RP","Rheinland-Pfalz","Birkenfeld"
"Kirschweiler","RP","Rheinland-Pfalz","Birkenfeld"
"Krummenau","RP","Rheinland-Pfalz","Birkenfeld"
"Mackenrodt","RP","Rheinland-Pfalz","Birkenfeld"
"Mittelreidenbach","RP","Rheinland-Pfalz","Birkenfeld"
"Mörschied","RP","Rheinland-Pfalz","Birkenfeld"
"Niederhosenbach","RP","Rheinland-Pfalz","Birkenfeld"
"Niederwörresbach","RP","Rheinland-Pfalz","Birkenfeld"
"Oberhosenbach","RP","Rheinland-Pfalz","Birkenfeld"
"Oberkirn","RP","Rheinland-Pfalz","Birkenfeld"
"Oberreidenbach","RP","Rheinland-Pfalz","Birkenfeld"
"Oberwörresbach","RP","Rheinland-Pfalz","Birkenfeld"
"Rhaunen","RP","Rheinland-Pfalz","Birkenfeld"
"Schauren","RP","Rheinland-Pfalz","Birkenfeld"
"Schmidthachenbach","RP","Rheinland-Pfalz","Birkenfeld"
"Schwerbach","RP","Rheinland-Pfalz","Birkenfeld"
"Sensweiler","RP","Rheinland-Pfalz","Birkenfeld"
"Sien","RP","Rheinland-Pfalz","Birkenfeld"
"Sienhachenbach","RP","Rheinland-Pfalz","Birkenfeld"
"Sonnschied","RP","Rheinland-Pfalz","Birkenfeld"
"Stipshausen","RP","Rheinland-Pfalz","Birkenfeld"
"Sulzbach","RP","Rheinland-Pfalz","Birkenfeld"
"Veitsrodt","RP","Rheinland-Pfalz","Birkenfeld"
"Vollmersbach","RP","Rheinland-Pfalz","Birkenfeld"
"Weiden","RP","Rheinland-Pfalz","Birkenfeld"
"Weitersbach","RP","Rheinland-Pfalz","Birkenfeld"
"Wickenrodt","RP","Rheinland-Pfalz","Birkenfeld"
"Wirschweiler","RP","Rheinland-Pfalz","Birkenfeld"
"Langweiler","RP","Rheinland-Pfalz","Birkenfeld"
"Beilstein","RP","Rheinland-Pfalz","Cochem-Zell"
"Bremm","RP","Rheinland-Pfalz","Cochem-Zell"
"Briedern","RP","Rheinland-Pfalz","Cochem-Zell"
"Bruttig-Fankel","RP","Rheinland-Pfalz","Cochem-Zell"
"Cochem","RP","Rheinland-Pfalz","Cochem-Zell"
"Dohr","RP","Rheinland-Pfalz","Cochem-Zell"
"Ediger-Eller","RP","Rheinland-Pfalz","Cochem-Zell"
"Ellenz-Poltersdorf","RP","Rheinland-Pfalz","Cochem-Zell"
"Ernst","RP","Rheinland-Pfalz","Cochem-Zell"
"Faid","RP","Rheinland-Pfalz","Cochem-Zell"
"Greimersburg","RP","Rheinland-Pfalz","Cochem-Zell"
"Klotten","RP","Rheinland-Pfalz","Cochem-Zell"
"Lieg","RP","Rheinland-Pfalz","Cochem-Zell"
"Lütz","RP","Rheinland-Pfalz","Cochem-Zell"
"Mesenich","RP","Rheinland-Pfalz","Cochem-Zell"
"Moselkern","RP","Rheinland-Pfalz","Cochem-Zell"
"Müden","RP","Rheinland-Pfalz","Cochem-Zell"
"Nehren","RP","Rheinland-Pfalz","Cochem-Zell"
"Pommern","RP","Rheinland-Pfalz","Cochem-Zell"
"Senheim","RP","Rheinland-Pfalz","Cochem-Zell"
"Treis-Karden","RP","Rheinland-Pfalz","Cochem-Zell"
"Valwig","RP","Rheinland-Pfalz","Cochem-Zell"
"Wirfus","RP","Rheinland-Pfalz","Cochem-Zell"
"Binningen","RP","Rheinland-Pfalz","Cochem-Zell"
"Brachtendorf","RP","Rheinland-Pfalz","Cochem-Zell"
"Brieden","RP","Rheinland-Pfalz","Cochem-Zell"
"Brohl","RP","Rheinland-Pfalz","Cochem-Zell"
"Dünfus","RP","Rheinland-Pfalz","Cochem-Zell"
"Düngenheim","RP","Rheinland-Pfalz","Cochem-Zell"
"Eppenberg","RP","Rheinland-Pfalz","Cochem-Zell"
"Eulgem","RP","Rheinland-Pfalz","Cochem-Zell"
"Forst","RP","Rheinland-Pfalz","Cochem-Zell"
"Gamlen","RP","Rheinland-Pfalz","Cochem-Zell"
"Hambuch","RP","Rheinland-Pfalz","Cochem-Zell"
"Hauroth","RP","Rheinland-Pfalz","Cochem-Zell"
"Illerich","RP","Rheinland-Pfalz","Cochem-Zell"
"Kaifenheim","RP","Rheinland-Pfalz","Cochem-Zell"
"Kail","RP","Rheinland-Pfalz","Cochem-Zell"
"Kaisersesch","RP","Rheinland-Pfalz","Cochem-Zell"
"Kalenborn","RP","Rheinland-Pfalz","Cochem-Zell"
"Landkern","RP","Rheinland-Pfalz","Cochem-Zell"
"Laubach","RP","Rheinland-Pfalz","Cochem-Zell"
"Masburg","RP","Rheinland-Pfalz","Cochem-Zell"
"Möntenich","RP","Rheinland-Pfalz","Cochem-Zell"
"Müllenbach","RP","Rheinland-Pfalz","Cochem-Zell"
"Roes","RP","Rheinland-Pfalz","Cochem-Zell"
"Urmersbach","RP","Rheinland-Pfalz","Cochem-Zell"
"Zettingen","RP","Rheinland-Pfalz","Cochem-Zell"
"Leienkaul","RP","Rheinland-Pfalz","Cochem-Zell"
"Alflen","RP","Rheinland-Pfalz","Cochem-Zell"
"Auderath","RP","Rheinland-Pfalz","Cochem-Zell"
"Beuren","RP","Rheinland-Pfalz","Cochem-Zell"
"Büchel","RP","Rheinland-Pfalz","Cochem-Zell"
"Filz","RP","Rheinland-Pfalz","Cochem-Zell"
"Gevenich","RP","Rheinland-Pfalz","Cochem-Zell"
"Gillenbeuren","RP","Rheinland-Pfalz","Cochem-Zell"
"Kliding","RP","Rheinland-Pfalz","Cochem-Zell"
"Lutzerath","RP","Rheinland-Pfalz","Cochem-Zell"
"Schmitt","RP","Rheinland-Pfalz","Cochem-Zell"
"Ulmen","RP","Rheinland-Pfalz","Cochem-Zell"
"Urschmitt","RP","Rheinland-Pfalz","Cochem-Zell"
"Wagenhausen","RP","Rheinland-Pfalz","Cochem-Zell"
"Weiler","RP","Rheinland-Pfalz","Cochem-Zell"
"Wollmerath","RP","Rheinland-Pfalz","Cochem-Zell"
"Bad Bertrich","RP","Rheinland-Pfalz","Cochem-Zell"
"Alf","RP","Rheinland-Pfalz","Cochem-Zell"
"Altlay","RP","Rheinland-Pfalz","Cochem-Zell"
"Altstrimmig","RP","Rheinland-Pfalz","Cochem-Zell"
"Blankenrath","RP","Rheinland-Pfalz","Cochem-Zell"
"Briedel","RP","Rheinland-Pfalz","Cochem-Zell"
"Bullay","RP","Rheinland-Pfalz","Cochem-Zell"
"Forst","RP","Rheinland-Pfalz","Cochem-Zell"
"Grenderich","RP","Rheinland-Pfalz","Cochem-Zell"
"Haserich","RP","Rheinland-Pfalz","Cochem-Zell"
"Hesweiler","RP","Rheinland-Pfalz","Cochem-Zell"
"Liesenich","RP","Rheinland-Pfalz","Cochem-Zell"
"Mittelstrimmig","RP","Rheinland-Pfalz","Cochem-Zell"
"Moritzheim","RP","Rheinland-Pfalz","Cochem-Zell"
"Neef","RP","Rheinland-Pfalz","Cochem-Zell"
"Panzweiler","RP","Rheinland-Pfalz","Cochem-Zell"
"Peterswald-Löffelscheid","RP","Rheinland-Pfalz","Cochem-Zell"
"Pünderich","RP","Rheinland-Pfalz","Cochem-Zell"
"Reidenhausen","RP","Rheinland-Pfalz","Cochem-Zell"
"Sankt Aldegund","RP","Rheinland-Pfalz","Cochem-Zell"
"Schauren","RP","Rheinland-Pfalz","Cochem-Zell"
"Sosberg","RP","Rheinland-Pfalz","Cochem-Zell"
"Tellig","RP","Rheinland-Pfalz","Cochem-Zell"
"Walhausen","RP","Rheinland-Pfalz","Cochem-Zell"
"Zell","RP","Rheinland-Pfalz","Cochem-Zell"
"Andernach","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Mayen","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Bendorf","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Kretz","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Kruft","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Nickenich","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Plaidt","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Saffig","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Einig","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Gappenach","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Gering","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Gierschnach","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Kalt","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Kerben","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Kollig","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Lonnig","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Mertloch","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Naunheim","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Ochtendung","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Pillig","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Polch","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Rüber","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Trimbs","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Welling","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Wierschem","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Münstermaifeld","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Acht","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Anschau","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Arft","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Baar","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Bermel","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Boos","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Ditscheid","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Ettringen","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Hausten","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Herresbach","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Hirten","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Kehrig","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Kirchwald","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Kottenheim","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Langenfeld","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Langscheid","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Lind","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Luxem","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Monreal","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Münk","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Nachtsheim","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Reudelsterz","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Sankt Johann","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Siebenbach","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Virneburg","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Weiler","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Welschenbach","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Bell","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Mendig","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Rieden","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Thür","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Volkesfeld","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Niederwerth","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Urbar","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Vallendar","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Weitersburg","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Bassenheim","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Kaltenengers","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Kettig","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Mülheim-Kärlich","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Sankt Sebastian","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Urmitz","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Weißenthurm","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Alken","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Brey","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Brodenbach","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Burgen","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Dieblich","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Hatzenport","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Kobern-Gondorf","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Löf","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Macken","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Niederfell","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Nörtershausen","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Oberfell","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Rhens","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Spay","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Waldesch","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Winningen","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Wolken","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Lehmen","RP","Rheinland-Pfalz","Mayen-Koblenz"
"Neuwied","RP","Rheinland-Pfalz","Neuwied"
"Asbach","RP","Rheinland-Pfalz","Neuwied"
"Neustadt","RP","Rheinland-Pfalz","Neuwied"
"Windhagen","RP","Rheinland-Pfalz","Neuwied"
"Buchholz","RP","Rheinland-Pfalz","Neuwied"
"Bad Hönningen","RP","Rheinland-Pfalz","Neuwied"
"Hammerstein","RP","Rheinland-Pfalz","Neuwied"
"Leutesdorf","RP","Rheinland-Pfalz","Neuwied"
"Rheinbrohl","RP","Rheinland-Pfalz","Neuwied"
"Dierdorf","RP","Rheinland-Pfalz","Neuwied"
"Großmaischeid","RP","Rheinland-Pfalz","Neuwied"
"Isenburg","RP","Rheinland-Pfalz","Neuwied"
"Kleinmaischeid","RP","Rheinland-Pfalz","Neuwied"
"Stebach","RP","Rheinland-Pfalz","Neuwied"
"Marienhausen","RP","Rheinland-Pfalz","Neuwied"
"Dattenberg","RP","Rheinland-Pfalz","Neuwied"
"Leubsdorf","RP","Rheinland-Pfalz","Neuwied"
"Linz am Rhein","RP","Rheinland-Pfalz","Neuwied"
"Ockenfels","RP","Rheinland-Pfalz","Neuwied"
"Sankt Katharinen","RP","Rheinland-Pfalz","Neuwied"
"Vettelschoß","RP","Rheinland-Pfalz","Neuwied"
"Kasbach-Ohlenberg","RP","Rheinland-Pfalz","Neuwied"
"Dernbach","RP","Rheinland-Pfalz","Neuwied"
"Döttesfeld","RP","Rheinland-Pfalz","Neuwied"
"Dürrholz","RP","Rheinland-Pfalz","Neuwied"
"Hanroth","RP","Rheinland-Pfalz","Neuwied"
"Harschbach","RP","Rheinland-Pfalz","Neuwied"
"Linkenbach","RP","Rheinland-Pfalz","Neuwied"
"Niederhofen","RP","Rheinland-Pfalz","Neuwied"
